event_id,baer_name,baer_year,coverage_frac,incid_name,ig_date,burnbndac,low_t,mod_t,high_t,ig_year,mtbs_km2,rossi_region,rossi_break,rossi_pdsim
CA3987612137920210714,SBS_Phase3_1007,2021,0.9496,DIXIE,2021-07-14,979795,70,304,570,2021,3965.0931937,Northern Sierra Nevada,312,0.49
CA3981912180320240724,park_ca3981912180320240724_sbs,2024,1.0,PARK,2024-07-24,430894,71,134,193,2024,1743.76769284,Southern Cascades,315,0.52
CA3924012311020180727,ranch_sbs_final,2018,0.9943,RANCH,2018-07-27,427048,55,302,575,2018,1728.20346928,Northern Coast Ranges,316,0.47
CA3720111927220200905,Creek_SBS_final,2020,1.0,CREEK,2020-09-05,381550,50,381,725,2020,1544.079433,Southern Sierra Nevada,310,0.4
CA3442911910020171205,thomas_soil_burn_severity,2017,1.0,THOMAS,2017-12-04,281982,100,300,700,2017,1141.14167652,Transverse & Peninsular Ranges,332,0.55
CA3858612053820210815,CALDOR_sbs,2021,1.0,CALDOR,2021-08-15,226583,116,312,553,2021,916.94967938,Northern Sierra Nevada,312,0.49
CA4075212333720210731,MONUMENT_sbs,2021,1.0,MONUMENT,2021-07-31,226125,115,302,534,2021,915.0962175,Klamath Mountains,321,0.4
CA4114212301620210731,RIVER_COMPLEX_sbs,2021,1.0,HAYPRESS,2021-07-31,208122,70,466,870,2021,842.24059692,Klamath Mountains,321,0.4
CA3616111845220200819,SQFComplex_SBS_final,2020,0.9999,CASTLE,2020-08-19,174424,90,310,630,2020,705.86950864,Southern Sierra Nevada,310,0.4
CA3625511849720200824,SQFComplex_SBS_final,2020,0.9999,SQF COMPLEX,2020-08-24,171823,0,0,0,2020,695.34362578,Southern Sierra Nevada,310,0.4
CA4185812335420200908,Slater_SBS_final,2020,1.0,SLATER,2020-09-08,157784,60,325,615,2020,638.52975824,Klamath Mountains,321,0.4
CA3982012144020181108,camp_sbs,2018,1.0,CAMP,2018-11-08,153687,60,301,570,2018,621.94977282,Northern Sierra Nevada,312,0.49
CA4118512343320200728,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,0.9163,RED SALMON COMPLEX,2020-07-28,147535,70,321,600,2020,597.0534901,Klamath Mountains,321,0.4
CA4150012192920210801,ANTELOPE_sbs,2021,1.0,ANTELOPE,2021-08-01,146830,65,370,760,2021,594.2004538,Southern Cascades,315,0.52
CA4119412345820200727,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,0.9257,RED,2020-07-27,144408,0,0,0,2020,584.39895888,Klamath Mountains,321,0.4
CA3612312160220200819,dolan_ca3612312160220200819_sbs,2020,1.0,DOLAN,2020-08-19,124392,40,380,710,2020,503.39700912,Central Coast Ranges,350,0.56
CA4035012303620210730,AugustComplexNorth_CA_2020_SBS,2020,1.0,MCFARLAND,2021-07-30,122573,40,388,745,2021,496.03577078,Klamath Mountains,321,0.4
CA3424811795920200906,Bobcat_SBS_final,2020,1.0,BOBCAT,2020-09-06,115728,130,332,580,2020,468.33501408,Transverse & Peninsular Ranges,332,0.55
CA3983912034520210702,BECKWOURTH_COMPLEX_sbs,2021,1.0,SUGAR,2021-07-02,108368,110,450,650,2021,438.55012448,Northern Sierra Nevada,312,0.49
CA3604711863120210910,WINDY_sbs,2021,1.0,WINDY,2021-09-10,97831,35,313,610,2021,395.90836066,Southern Sierra Nevada,310,0.4
CA3765211988120180713,ferguson_sbs,2018,0.9999,FERGUSON,2018-07-13,97307,50,297,570,2018,393.78780602,Southern Sierra Nevada,310,0.4
CA4156412340420210801,happy_camp_complex_ca4176812304620230816_sbs,2023,1.0,MCCASH,2021-08-01,95762,70,302,565,2021,387.5354073200001,Klamath Mountains,321,0.4
CA4178612347520170812,oak8_sbs,2017,1.0,OAK,2017-08-12,95692,50,356,680,2017,387.25212712,Klamath Mountains,321,0.4
CA4185912384020230815,smith_river_complex_ca4185912383420230816_sbs,2023,0.9999,KELLY,2023-08-15,90267,40,309,600,2023,365.29791162,Klamath Mountains,321,0.4
CA3478712005220240705,lake_ca3478712005220240705_sbs,2024,1.0,LAKE,2024-07-05,87566,88,126,197,2024,354.36734276000004,Transverse & Peninsular Ranges,332,0.55
CA4185912383420230816,smith_river_complex_ca4185912383420230816_sbs,2023,0.9898,SMITH RIVER COMPLEX,2023-08-16,87321,72,129,202,2023,353.37586206000003,Klamath Mountains,321,0.4
CA3761912020720170716,detwiler_sbs2,2017,1.0,DETWILER,2017-07-16,83297,50,265,510,2017,337.09129742,Southern Sierra Nevada,310,0.4
CA4169912147720200722,GOLD_sbs,2020,1.0,CALDWELL,2020-07-22,81870,85,326,600,2020,331.3164282,Southern Cascades,315,0.52
CA3900612074520220907,mosquito_sbs,2022,1.0,MOSQUITO,2022-09-07,78197,40,309,600,2022,316.45231142,Northern Sierra Nevada,312,0.49
CA3862811985720210704,TAMARACK_sbs,2021,1.0,TAMARACK,2021-07-04,70402,55,364,690,2021,284.90703772,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4145612309020170811,wallow_sbs,2017,1.0,WALLOW,2017-08-11,65528,0,0,0,2017,265.18264208,Klamath Mountains,321,0.4
CA4094312242720180905,delta_sbs,2018,1.0,DELTA,2018-09-05,63732,50,265,510,2018,257.91448152000004,Klamath Mountains,321,0.4
CA4143512316220170626,wallow_sbs,2017,1.0,ISLAND,2017-06-26,62931,50,378,700,2017,254.67294666,Klamath Mountains,321,0.4
CA4137012363120230817,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,1.0,2023 SRF LIGHTNING COMPLEX,2023-08-17,61616,56,81,170,2023,249.35132576,Klamath Mountains,321,0.4
CA3551511868420240724,borel_ca3551511868420240724_sbs,2024,1.0,BOREL,2024-07-24,59379,72,128,201,2024,240.29849994,Southern Sierra Nevada,310,0.4
CA4005312066920190904,SBS_Phase3_1007,2021,1.0,WALKER,2019-09-04,58747,80,367,680,2019,237.74088442,Northern Sierra Nevada,312,0.49
CA3423111775820240908,bridge_ca3423111775820240908_sbs,2024,1.0,BRIDGE,2024-09-08,54679,71,153,208,2024,221.27825794,Transverse & Peninsular Ranges,332,0.55
CA4185212099120170726,steele_SBS,2017,0.9999,STEELE,2017-07-26,49153,50,302,550,2017,198.91530958,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4089112222820180809,hirz_sbs,2018,0.9999,HIRZ,2018-08-09,46700,60,322,610,2018,188.988362,Klamath Mountains,321,0.4
CA3968112017120200814,Loyalton_SBS_final,2020,1.0,LOYALTON,2020-08-14,45484,40,309,600,2020,184.06738024,Northern Sierra Nevada,312,0.49
CA3412111715520240906,line_ca3412111715520240906_sbs,2024,1.0,LINE,2024-09-06,44849,35,350,700,2024,181.49762414,Transverse & Peninsular Ranges,332,0.55
CA4090712359620220805,A2022_srf_lightning_complex_ca4090712359620220805_sbs,2022,1.0,2022 SRF LIGHTNING COMPLEX,2022-08-05,41767,70,401,750,2022,169.02520162000002,Klamath Mountains,321,0.4
CA4139512105720180815,GOLD_sbs,2020,1.0,STONE,2018-08-15,39455,50,259,500,2018,159.6688613,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4195612355120180715,Slater_SBS_final,2020,1.0,NATCHEZ,2018-07-15,38800,50,270,520,2018,157.018168,Klamath Mountains,321,0.4
CA3615911869620170829,pier_sbs2,2017,0.9263,PIER,2017-08-29,36626,35,315,600,2017,148.22029436,Southern Sierra Nevada,310,0.4
CA3834911992920180801,DONNELL_SBS_final,2018,1.0,DONNELL,2018-08-01,36151,50,278,535,2018,146.29803586,Southern Sierra Nevada,310,0.4
CA4137212367320230815,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,1.0,MOSQUITO,2023-08-15,36111,60,317,600,2023,146.13616146,Klamath Mountains,321,0.4
CA4198012316420170811,abney_sbs_clip,2017,1.0,ABNEY,2017-08-11,33465,60,306,580,2017,135.4281699,Klamath Mountains,321,0.4
CA3399211696420200731,Apple_SBS_final,2020,0.9997,APPLE,2020-07-31,32374,55,310,550,2020,131.01304564,Transverse & Peninsular Ranges,332,0.55
CA3467911845220200812,Lake_SBS_final,2020,1.0,LAKE,2020-08-12,30971,150,323,550,2020,125.33530106,Transverse & Peninsular Ranges,332,0.55
CA4130712105620170725,GOLD_sbs,2020,1.0,COVE,2017-07-25,30884,25,282,600,2017,124.98322424,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4090712359920220805,A2022_srf_lightning_complex_ca4090712359620220805_sbs,2022,1.0,CAMPBELL,2022-08-05,30392,20,250,590,2022,122.99216912,Klamath Mountains,321,0.4
CA4176812304620230816,happy_camp_complex_ca4176812304620230816_sbs,2023,1.0,HAPPY CAMP COMPLEX,2023-08-16,29873,66,105,212,2023,120.89184878,Klamath Mountains,321,0.4
CA4027912076220200817,SBS_Phase3_1007,2021,1.0,SHEEP,2020-08-17,29150,120,272,475,2020,117.965969,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA3568711855020210818,FRENCH_sbs,2021,1.0,FRENCH,2021-08-18,27331,60,276,525,2021,110.60473066,Southern Sierra Nevada,310,0.4
CA4145912232920210625,LAVA_sbs,2021,0.9997,LAVA,2021-06-25,26287,110,490,700,2021,106.37980882,Southern Cascades,315,0.52
CA3366311758220240909,airport_ca3366311758220240909_sbs,2024,1.0,AIRPORT,2024-09-09,23683,40,400,675,2024,95.84178538,Transverse & Peninsular Ranges,332,0.55
CA3405311699120200905,ElDorado_SBS_final,2020,1.0,EL DORADO,2020-09-05,22300,85,325,575,2020,90.244978,Transverse & Peninsular Ranges,332,0.55
CA4145212338020170811,happy_camp_complex_ca4176812304620230816_sbs,2023,1.0,HAYPRESS,2017-08-10,21914,100,429,780,2017,88.68289004,Klamath Mountains,321,0.4
CA4106412076220200720,GOLD_sbs,2020,1.0,GOLD,2020-07-20,21623,100,251,450,2020,87.50525378,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA3431511897120241106,thomas_soil_burn_severity,2017,0.9318,MOUNTAIN,2024-11-06,20868,75,320,615,2024,84.44987448,Transverse & Peninsular Ranges,332,0.55
CA3754911992120220722,oak_sbs,2022,1.0,OAK,2022-07-22,19408,35,210,425,2022,78.54145888000001,Southern Sierra Nevada,310,0.4
CA4077112312420170831,helena_sbs,2017,1.0,HELENA,2017-08-31,18709,75,325,625,2017,75.71270374000001,Klamath Mountains,321,0.4
CA4063012088020180727,SBS_Phase3_1007,2021,1.0,WHALEBACK,2018-07-27,18640,50,292,560,2018,75.4334704,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA3627011849820170925,SQFComplex_SBS_final,2020,1.0,LION,2017-09-25,18576,50,280,550,2017,75.17447136,Southern Sierra Nevada,310,0.4
CA3456711995220170708,whittier_sbs2,2017,0.9998,WHITTIER  CA-LBOR-001770,2017-07-08,18510,80,367,680,2017,74.9073786,Transverse & Peninsular Ranges,332,0.55
CA3276011669320200905,Valley_SBS_final,2020,1.0,VALLEY,2020-09-05,16517,40,215,425,2020,66.84198662,Transverse & Peninsular Ranges,332,0.55
CA4146512306320240703,wallow_sbs,2017,1.0,SHELLY,2024-07-03,16489,95,350,685,2024,66.72867454,Klamath Mountains,321,0.4
CA3433411833820171205,creek_sbs,2017,1.0,CREEK,2017-12-05,15833,100,305,600,2017,64.07393438,Transverse & Peninsular Ranges,332,0.55
CA3480311887820240615,post_ca3480311887820240615_sbs,2024,1.0,POST,2024-06-15,15832,65,400,585,2024,64.06988752000001,Transverse & Peninsular Ranges,332,0.55
CA3851511946520201117,MOUNTAIN_VIEW_sbs,2020,0.9999,MOUNTAIN VIEW,2020-11-17,14416,50,205,400,2020,58.33953376,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA3756511912720180611,Creek_SBS_final,2020,1.0,LIONS,2018-06-11,14252,45,225,440,2018,57.675848720000005,Southern Sierra Nevada,310,0.4
CA3419211810520250108,eaton_ca3419211810520250108_sbs,2025,0.9899,EATON,2025-01-08,14231,100,295,560,2025,57.59086466,Transverse & Peninsular Ranges,332,0.55
CA4172612124320190728,Tucker_SBS,2019,1.0,TUCKER,2019-07-28,14128,55,465,9999,2019,57.17403808,Southern Cascades,315,0.52
CA3686511910320240626,garnet_ca3686111904320250824_sbs,2025,0.9224,BASIN,2024-06-26,14037,120,330,615,2024,56.805773820000006,Southern Sierra Nevada,310,0.4
CA4159512351220230815,happy_camp_complex_ca4176812304620230816_sbs,2023,1.0,ELLIOT,2023-08-15,13861,60,330,625,2023,56.09352646,Klamath Mountains,321,0.4
CA4022812303620170913,AugustComplexNorth_CA_2020_SBS,2020,1.0,BUCK,2017-09-13,13612,50,259,500,2017,55.08585832,Northern Coast Ranges,316,0.47
CA4130412348820230817,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,1.0,PEARCH,2023-08-17,13244,59,81,175,2023,53.59661384,Klamath Mountains,321,0.4
CA3372011680020180725,cranston_sbs,2018,0.9999,CRANSTON,2018-07-25,13096,60,209,400,2018,52.99767856,Transverse & Peninsular Ranges,332,0.55
CA4125112351820240809,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,1.0,BOISE,2024-08-09,13012,25,345,675,2024,52.65774232,Klamath Mountains,321,0.4
CA3744911965020170829,Railroad_Soil_Burn_Severity,2017,0.9992,RAILROAD,2017-08-29,12765,50,324,620,2017,51.6581679,Southern Sierra Nevada,310,0.4
CA4086312235520210630,salt_ca4086312235520210630_sbs,2021,1.0,SALT,2021-06-30,12593,100,340,615,2021,50.962107980000006,Klamath Mountains,321,0.4
CA4166512205420210628,ANTELOPE_sbs,2021,1.0,TENNANT,2021-06-28,11738,100,280,510,2021,47.50204268,Southern Cascades,315,0.52
CA4082312363920220805,A2022_srf_lightning_complex_ca4090712359620220805_sbs,2022,1.0,AMMON,2022-08-05,11514,20,240,485,2022,46.59554604,Klamath Mountains,321,0.4
CA3806111999220230909,quarry_ca3806111999220230909_sbs,2023,1.0,QUARRY,2023-09-09,11098,35,263,500,2023,44.912052280000005,Southern Sierra Nevada,310,0.4
CA4194712334920170808,cedar_sbs_final,2017,1.0,CEDAR,2017-08-08,10764,50,292,560,2017,43.56040104,Klamath Mountains,321,0.4
CA3454311855920250122,hughes_ca3454311855920250122_sbs,2025,0.9999,HUGHES,2025-01-22,10531,60,370,550,2025,42.61748266,Transverse & Peninsular Ranges,332,0.55
CA3703411834520190904,Taboose_Fire_Soil_Burn_Severity,2019,0.9982,TABOOSE,2019-09-05,10401,45,244,475,2019,42.09139086,Southern Sierra Nevada,310,0.4
CA3433711905320191031,thomas_soil_burn_severity,2017,0.993,MARIA,2019-11-01,10033,10,360,540,2019,40.60214638,Transverse & Peninsular Ranges,332,0.55
CA4042112086320200718,SBS_Phase3_1007,2021,1.0,HOG,2020-07-18,9717,80,297,550,2020,39.32333862,Northern Sierra Nevada,312,0.49
CA3432611848120191010,Saddle_Ridge_SBS,2019,0.9991,SADDLERIDGE,2019-10-10,9654,95,360,620,2019,39.068386440000005,Transverse & Peninsular Ranges,332,0.55
CA4190412319120200909,Devil_SBS_final,2020,1.0,DEVIL,2020-09-09,9055,55,307,585,2020,36.6443173,Klamath Mountains,321,0.4
CA3627811855020210815,SQFComplex_SBS_final,2020,1.0,WALKERS,2021-08-15,9011,55,283,540,2021,36.46625546,Southern Sierra Nevada,310,0.4
CA3861911955720170829,slinkard_sbs2,2017,0.9995,SLINKARD,2017-08-29,8814,40,320,650,2017,35.669024040000004,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4012012264020190905,AugustComplexNorth_CA_2020_SBS,2020,1.0,RED BANK,2019-09-05,8179,110,350,590,2019,33.099267940000004,Northern Coast Ranges,316,0.47
CA4186812327820220730,happy_camp_complex_ca4176812304620230816_sbs,2023,1.0,YETI,2022-07-30,7884,63,123,210,2022,31.90544424,Klamath Mountains,321,0.4
CA4168112342020230816,Slater_SBS_final,2020,1.0,UFISH,2023-08-16,7853,60,344,650,2023,31.77999158,Klamath Mountains,321,0.4
CA3546511854420200803,borel_ca3551511868420240724_sbs,2024,1.0,STAGECOACH,2020-08-03,7713,65,250,435,2020,31.21343118,Southern Sierra Nevada,310,0.4
CA4146612032120170803,parrker_soilburnseverity,2017,0.9998,PARKER2,2017-08-03,7648,50,300,600,2017,30.950385280000003,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4132412320120210731,RIVER_COMPLEX_sbs,2021,1.0,CRONAN,2021-07-31,7609,50,340,650,2021,30.792557740000003,Klamath Mountains,321,0.4
CA4076612364320240716,hill_ca4076612364320240716_sbs,2024,1.0,HILL,2024-07-16,7236,70,118,201,2024,29.28307896,Klamath Mountains,321,0.4
CA4177812304120230815,happy_camp_complex_ca4176812304620230816_sbs,2023,1.0,HEAD,2023-08-15,7086,50,259,500,2023,28.67604996,Klamath Mountains,321,0.4
CA3839611945120180904,boot_sbs_final,2018,1.0,BOOT,2018-09-04,6955,60,276,525,2018,28.1459113,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA3388811668420200917,SNOW_sbs,2020,1.0,SNOW,2020-09-17,6468,135,345,600,2020,26.17509048,Transverse & Peninsular Ranges,332,0.55
CA4039512024220170829,SBS_Phase3_1007,2021,1.0,MUD,2017-08-29,6041,50,9999,9999,2017,24.44708126,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4189012029820220907,barnes_sbs,2022,1.0,BARNES,2022-09-07,5916,35,335,650,2022,23.94122376,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4174812105620190905,GOLD_sbs,2020,1.0,LONE,2019-09-05,5766,55,305,9999,2019,23.334194760000003,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA4010912278920190905,AugustComplexNorth_CA_2020_SBS,2020,1.0,SOUTH,2019-09-05,5649,75,279,520,2019,22.86071214,Northern Coast Ranges,316,0.47
CA3622011862020181004,SQFComplex_SBS_final,2020,1.0,ALDER,2018-10-04,5221,50,292,560,2018,21.12865606,Southern Sierra Nevada,310,0.4
CA4179612108320170813,Lake_modoc_july_complex_SBS,2017,1.0,UNNAMED,2017-08-13,5022,65,9999,9999,2017,20.32333092,Modoc Plateau / Basin & Range / Southern Deserts,272,0.38
CA3649611813920241030,horseshoe_ca3649611813920241030_sbs,2024,1.0,HORSESHOE,2024-10-30,4637,72,119,179,2024,18.76528982,Southern Sierra Nevada,310,0.4
CA3990612097220170729,minerva_sbs,2017,1.0,MINERVA 5,2017-07-29,4545,50,324,620,2017,18.3929787,Northern Sierra Nevada,312,0.49
CA3415711791120200813,Ranch2_SBS_final,2020,0.9861,RANCH2,2020-08-13,4490,130,332,580,2020,18.1704014,Transverse & Peninsular Ranges,332,0.55
CA3837311989620170819,DONNELL_SBS_final,2018,1.0,MCCORMICK,2017-08-19,4390,65,315,625,2017,17.7657154,Southern Sierra Nevada,310,0.4
CA4092412210820241009,shoe_ca4092412210820241009_sbs,2024,1.0,SHOE,2024-10-09,4360,61,122,178,2024,17.6443096,Klamath Mountains,321,0.4
CA3957512131620170829,Ponderosa_SBS,2017,1.0,PONDEROSA,2017-08-29,4264,50,281,540,2017,17.25581104,Northern Sierra Nevada,312,0.49
CA4093612292720230815,deep_ca4093612292720230815_sbs,2023,0.9873,DEEP,2023-08-15,4255,60,290,550,2023,17.2193893,Klamath Mountains,321,0.4
CA4159712349220170725,Ukonom_sbs,2017,1.0,UKONOM,2017-07-25,4226,80,297,550,2017,17.10203036,Klamath Mountains,321,0.4
CA4034012191020180623,park_ca3981912180320240724_sbs,2024,1.0,LANE,2018-06-23,4043,105,495,9999,2018,16.36145498,Southern Cascades,315,0.52
CA4114012366020180816,A2023_srf_lightning_complex_ca4137012363120230817_sbs,2023,1.0,MILL CREEK 1,2018-08-16,3994,60,317,600,2018,16.16315884,Klamath Mountains,321,0.4
CA4055412318320230818,south_fork_complex_ca4055412318320230818_sbs,2023,1.0,SOUTH FORK COMPLEX,2023-08-18,3853,77,129,198,2023,15.59255158,Northern Coast Ranges,316,0.47
